id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
13693,I,0.4375,0.325,0.1375,0.9922325,0.35436875,0.226796,0.226796,4.0
13694,I,1.2,0.9625,0.25,14.81261375,6.08096775,2.721552,4.53592,9.0
13695,M,1.375,1.1125,0.3875,25.27357925,9.2135875,5.25883225,7.7961125,9.0
13696,I,1.1875,0.9125,0.25,14.118051,6.73300625,3.30271675,3.96893,11.0
13697,I,0.5875,0.4375,0.125,1.80019325,0.69456275,0.340194,0.56699,4.0
13698,M,1.1875,0.9375,0.3125,14.5432935,6.73300625,3.04757125,4.3941725,10.0
13699,I,1.075,0.85,0.25,10.41844125,4.9611625,1.88524175,2.6365035,6.0
13700,I,1.175,0.8875,0.275,16.31513725,8.3064035,3.30271675,3.96893,8.0
13701,M,1.3125,1.025,0.4,21.035329,9.99319875,4.649318,5.386405,10.0
13702,F,1.65,1.25,0.4125,42.51007525,16.96717575,8.2497045,11.623295,18.0
13703,M,1.5625,1.2,0.3625,31.978236,13.19669225,5.54232725,11.7650425,11.0
13704,M,1.3875,1.0875,0.3875,23.88445375,9.42620875,5.6415505,6.3786375,12.0
13705,I,0.9625,0.725,0.225,7.087375,3.16096925,1.68679525,2.4097075,6.0
13706,M,1.375,1.075,0.4125,22.6512505,9.51125725,4.025629,7.7961125,10.0
13707,F,1.6375,1.2875,0.4625,38.88133925,18.63979625,7.21494775,9.355335,12.0
13708,I,0.85,0.675,0.2,5.5848515,2.2396105,0.86465975,1.417475,6.0
13709,F,1.5625,1.2375,0.475,30.1922175,13.08329425,6.010094,8.9300925,8.0
13710,I,1.0875,0.875,0.3,13.22504175,5.91087075,3.005047,4.1106775,8.0
13711,M,1.3375,1.075,0.3875,20.79435825,9.87980075,4.8477645,6.3786375,8.0
13712,I,1.0,0.7625,0.2625,9.82310175,4.5075705,2.33883375,2.9766975,7.0
13713,F,1.4375,1.125,0.4125,23.09066775,11.15552825,4.12485225,6.0951425,7.0
13714,M,1.375,1.075,0.375,22.6796,9.6104805,4.8477645,7.2291225,11.0
13715,M,1.6,1.3125,0.4625,37.1094955,14.571643,7.314171,11.90679,17.0
13716,M,1.475,1.15,0.4125,27.9242575,11.0846545,6.010094,8.788345,9.0
13717,F,1.375,1.075,0.3125,24.42309425,11.69416875,4.89028875,7.2291225,9.0
13718,I,0.7,0.525,0.175,3.515338,1.45999925,0.60951425,0.850485,7.0
13719,M,1.5625,1.225,0.375,33.622507,16.40018575,6.56290925,8.06543275,9.0
13720,I,1.45,1.1,0.375,24.323871,11.793392,4.49339575,6.80388,9.0
13721,I,0.725,0.525,0.15,3.16096925,1.0489315,0.80796075,0.850485,3.0
13722,M,1.45,1.15,0.375,28.7180435,13.39513875,5.8116475,7.5126175,9.0
13723,F,1.6875,1.2625,0.4125,39.405805,17.44911725,9.17106325,10.20582,12.0
13724,I,0.725,0.525,0.1875,3.005047,1.6726205,0.75126175,0.850485,5.0
13725,I,1.05,0.8,0.25,9.8372765,4.32329875,1.80019325,2.6932025,7.0
13726,M,1.2875,1.0125,0.35,20.41164,9.3269855,4.91863825,5.6699,13.0
13727,I,1.3125,0.9625,0.3125,18.69649525,9.6104805,3.9405805,4.819415,8.0
13728,I,0.925,0.725,0.2125,6.08096775,2.7499015,1.31825175,2.1262125,6.0
13729,F,1.4375,1.1125,0.35,25.33027825,11.04213025,5.59902625,6.80388,8.0
13730,F,1.425,1.0875,0.3875,27.499015,11.1413535,6.9456275,8.0796075,11.0
13731,F,1.55,1.1625,0.4,33.40988575,14.69921575,7.767763,9.07184,11.0
13732,F,1.4375,1.1875,0.375,30.674159,13.154168,6.2652395,6.23689,8.0
13733,F,1.55,1.2375,0.4125,39.7743485,12.94154675,6.08096775,13.0691195,23.0
13734,I,1.2,1.0,0.3625,22.1976585,9.87980075,4.06815325,6.7755305,9.0
13735,M,1.5625,1.2125,0.425,30.4190135,14.6978555,7.200773,8.0796075,11.0
13736,F,1.6,1.2,0.4,28.519597,12.48795475,5.57067675,8.50485,10.0
13737,M,1.15,0.875,0.2875,14.2030995,6.2085405,3.50116325,4.3941725,8.0
13738,I,1.0125,0.775,0.225,8.15048125,3.69960975,1.4458245,2.28213475,7.0
13739,M,1.5125,1.175,0.375,39.2073585,17.08057375,7.824462,10.0640725,9.0
13740,F,1.5875,1.25,0.425,35.3518265,17.44911725,8.221355,9.7805775,13.0
13741,M,1.575,1.225,0.4375,32.58775025,13.42348825,6.6054335,8.3631025,13.0
13742,F,1.5625,1.2,0.4125,35.6920205,16.896302,8.60407325,8.9300925,11.0
13743,I,1.0625,0.85,0.2875,12.587178,5.9250455,2.14038725,3.5436875,8.0
13744,I,0.925,0.6875,0.225,6.0951425,2.6365035,1.54504775,1.984465,7.0
13745,I,1.15,0.8875,0.3,13.99047825,5.953395,3.0333965,3.8271825,9.0
13746,M,1.375,1.075,0.3875,22.4244545,9.6104805,4.989512,6.3786375,10.0
13747,F,1.575,1.225,0.35,30.14969325,13.79203175,6.22271525,8.0796075,9.0
13748,I,0.8875,0.775,0.225,6.23689,3.75630875,1.8427175,2.1262125,7.0
13749,F,1.575,1.2375,0.4625,36.81182575,16.612807,6.81805475,9.4970825,12.0
13750,M,1.5125,1.25,0.4125,29.21415975,11.8784405,6.81805475,10.20582,11.0
13751,I,0.9375,0.725,0.225,7.8528115,3.40194,1.77184375,2.324659,8.0
13752,I,1.175,0.8875,0.3,13.154168,5.71242425,2.45223175,3.5436875,7.0
13753,M,1.5375,1.2,0.4375,35.84794275,17.13727275,8.7032965,9.4970825,9.0
13754,F,1.6375,1.2625,0.4,36.86852475,14.4298955,8.674947,9.63883,9.0
13755,I,0.8,0.5875,0.2125,5.23048275,2.26796,1.304077,1.417475,7.0
13756,I,1.3,1.0125,0.3875,18.27125275,6.50621025,4.082328,6.6621325,19.0
13757,F,1.425,1.1,0.375,24.5790165,11.49572225,4.63514325,7.654365,12.0
13758,I,1.2375,0.9875,0.3125,16.45688475,8.54737425,3.52951275,4.2240755,8.0
13759,I,1.05,0.8125,0.25,11.07047975,5.14543425,2.5231055,2.83495,7.0
13760,M,1.65,1.3375,0.45,47.513762,19.6462035,10.19164525,11.3398,11.0
13761,I,0.3875,0.2625,0.0875,0.49611625,0.18427175,0.09922325,0.1417475,4.0
13762,M,1.425,1.0875,0.325,22.92057075,8.051258,4.89028875,6.747181,9.0
13763,I,1.0,0.7625,0.225,8.23552975,3.47281375,1.80019325,2.7499015,7.0
13764,F,1.6125,1.2375,0.475,35.5219235,15.80484625,8.74582075,9.31281075,11.0
13765,I,1.0875,0.8125,0.2875,11.8217415,6.2652395,2.84912475,2.83495,7.0
13766,F,1.5125,1.2,0.3875,28.39202425,12.870673,5.5848515,8.9300925,10.0
13767,I,0.825,0.6375,0.225,5.1312595,2.1262125,1.4458245,1.70097,6.0
13768,F,1.5125,1.175,0.4125,31.127751,12.3320325,7.41339425,9.4970825,13.0
13769,M,1.6625,1.25,0.4125,41.8722115,18.5122235,10.4609655,11.623295,10.0
13770,I,0.9625,0.7125,0.2,7.9095105,3.2601925,1.37495075,1.984465,7.0
13771,F,1.6125,1.3,0.45,42.184056,16.82542825,8.8733935,10.9145575,12.0
13772,F,1.5375,1.2125,0.3625,29.27085875,11.07047975,6.406987,8.3064035,14.0
13773,M,1.625,1.3125,0.5,48.94541175,18.200379,9.53960675,17.59086475,16.0
13774,F,1.525,1.2125,0.4125,31.808139,13.6928085,7.257472,8.9300925,11.0
13775,I,1.15,0.875,0.3125,10.2341695,4.32329875,2.33883375,3.5436875,9.0
13776,M,1.225,0.9625,0.3125,16.68368075,6.2085405,2.721552,4.6776675,9.0
13777,I,0.9375,0.6875,0.225,7.9095105,3.798833,1.60174675,2.4097075,7.0
13778,M,1.525,1.2375,0.375,34.6147395,15.46465225,7.3992195,9.63883,10.0
13779,I,1.2125,0.9375,0.275,16.9246515,8.32057825,3.1467945,4.53592,7.0
13780,F,1.8,1.4375,0.5,67.5001595,28.98736375,13.19669225,17.57669,11.0
13781,M,1.25,1.0,0.325,19.80212575,8.2497045,3.67126025,5.5281525,9.0
13782,M,1.5,1.2,0.4375,32.601925,14.50076925,7.35669525,10.0640725,12.0
13783,I,1.1,0.85,0.325,12.2753335,5.65572525,2.70737725,3.685435,8.0
13784,M,1.6875,1.3125,0.5,42.2124055,17.0097,8.561549,14.514944,14.0
13785,I,0.675,0.5125,0.15,3.30271675,1.190679,0.43941725,0.9922325,3.0
13786,F,1.4625,1.1625,0.3875,27.8675585,13.1825175,7.087375,7.5126175,9.0
13787,F,1.2375,0.975,0.3125,16.68368075,7.597666,3.67126025,5.10291,7.0
13788,I,1.125,0.875,0.3125,16.51358375,7.10154975,3.8271825,4.1106775,8.0
13789,F,1.55,1.225,0.425,30.957654,14.21727425,6.690482,8.9300925,9.0
13790,I,1.4,1.075,0.375,23.24659,9.87980075,4.4508715,6.23689,8.0
13791,I,0.8,0.65,0.2125,5.03203625,2.2396105,1.48834875,1.5592225,7.0
13792,I,1.0875,0.8375,0.3375,9.31281075,3.98310475,1.4458245,3.005047,11.0
13793,I,1.3,1.0,0.2875,17.4349425,8.12213175,3.8838815,5.2446575,7.0
13794,M,1.5,1.2125,0.4375,31.79396425,12.0485375,7.21494775,9.4970825,10.0
13795,M,1.525,1.225,0.3625,27.68328675,13.097469,7.01650125,7.37087,12.0
13796,F,1.5875,1.2375,0.45,34.60056475,14.58581775,7.47009325,10.0640725,11.0
13797,I,1.1625,0.8875,0.3125,13.56523575,6.10931725,2.50893075,3.96893,9.0
13798,I,1.1125,0.8,0.3,12.09106175,5.4147545,2.50893075,3.2601925,8.0
13799,M,1.6,1.25,0.4375,33.40988575,14.1464005,9.05766525,9.7805775,11.0
13800,M,1.425,1.125,0.3875,30.277266,12.65805175,4.479221,8.9300925,12.0
13801,I,0.8625,0.6375,0.2,5.443104,2.05533875,1.63009625,1.5592225,6.0
13802,M,1.25,0.9875,0.3125,18.0019325,7.81028725,4.082328,5.2446575,10.0
13803,M,1.5875,1.275,0.45,34.189497,13.9196045,7.38504475,10.61688775,10.0
13804,M,1.45,1.1,0.375,25.117657,11.18387775,6.7188315,6.520385,11.0
13805,F,1.6375,1.3125,0.5125,39.349106,16.0741665,8.43397625,11.90679,12.0
13806,M,1.5375,1.1625,0.3875,29.540179,11.94931425,6.30776375,8.0796075,13.0
13807,I,0.9625,0.7125,0.275,8.15048125,3.96893,1.757669,2.26796,8.0
13808,M,1.4375,1.125,0.35,25.3728025,10.84368375,5.23048275,7.5126175,13.0
13809,F,1.45,1.125,0.3375,24.11124975,9.76640275,5.42892925,7.5126175,10.0
13810,M,1.5,1.1875,0.4,32.36095425,12.757275,8.71747125,8.50485,14.0
13811,M,1.6,1.275,0.5125,46.42230625,17.8885345,10.36174225,13.437663,14.0
13812,I,0.975,0.75,0.225,8.49067525,3.35941575,1.8994165,2.53728025,9.0
13813,F,1.425,1.125,0.3875,29.83784875,12.94154675,7.10154975,6.123492,9.0
13814,F,1.6875,1.2875,0.4375,35.42270025,15.0535845,8.391452,10.9145575,12.0
13815,M,1.4625,1.15,0.3875,31.70891575,14.288148,6.78970525,7.7961125,13.0
13816,F,1.475,1.2,0.3625,27.51318975,12.31785775,5.8683465,7.7961125,9.0
13817,M,1.4125,1.1375,0.35,28.066005,12.09106175,5.5281525,9.07184,13.0
13818,M,1.1125,0.7875,0.275,10.75863525,4.309124,2.08368825,3.005047,8.0
13819,I,1.1,0.875,0.3125,14.968536,6.7188315,2.96252275,4.3941725,9.0
13820,F,1.5625,1.2625,0.4125,37.364641,17.7751365,7.3425205,9.4970825,13.0
13821,I,0.5125,0.3375,0.1,0.89300925,0.38271825,0.226796,0.3118445,6.0
13822,M,1.5875,1.2,0.4,33.849303,13.834556,6.76135575,10.9145575,14.0
13823,I,0.925,0.725,0.225,7.6260155,3.061746,1.5025235,2.1262125,6.0
13824,I,0.6125,0.4875,0.1375,2.67902775,0.8788345,0.56699,0.69456275,5.0
13825,F,1.575,1.275,0.4375,37.98833,13.13999325,7.98038425,15.252031,16.0
13826,I,1.1375,0.8875,0.3375,14.0330025,6.73300625,3.64291075,3.61456125,8.0
13827,I,0.725,0.5625,0.1875,4.309124,1.60174675,0.8788345,1.2757275,6.0
13828,I,0.7875,0.5875,0.175,3.89805625,1.4458245,0.83631025,1.13398,6.0
13829,M,1.5,1.1875,0.375,27.14464625,10.47514025,6.61960825,8.9300925,9.0
13830,M,0.9625,0.725,0.2875,7.83863675,3.2601925,1.6159215,2.4097075,7.0
13831,M,1.3125,1.0375,0.4125,20.28406725,6.973977,4.5075705,6.6621325,16.0
13832,F,1.675,1.3,0.4125,35.13920525,15.54970075,8.40562675,11.169703,10.0
13833,M,1.275,0.9875,0.3,16.896302,7.27164675,3.07592075,4.53592,7.0
13834,M,1.625,1.25,0.4375,37.94580575,17.67591325,8.561549,9.4970825,11.0
13835,I,0.8375,0.65,0.2,5.06038575,2.25378525,0.963883,1.5592225,6.0
13836,M,1.375,1.0875,0.375,24.4089195,9.68135425,4.72019175,6.80388,11.0
13837,I,0.4625,0.3375,0.1,0.86465975,0.3118445,0.21262125,0.283495,4.0
13838,M,1.55,1.225,0.4,32.1199835,11.4815475,6.27941425,8.9300925,11.0
13839,I,0.7,0.525,0.1625,2.45223175,1.1623295,0.52446575,0.850485,7.0
13840,M,1.6125,1.225,0.425,33.38153625,16.0174675,8.1363065,8.3631025,12.0
13841,M,1.4125,1.0875,0.375,19.220961,8.3064035,3.9405805,6.6621325,12.0
13842,F,1.4,1.125,0.325,24.720764,12.3320325,5.5281525,5.0178615,8.0
13843,F,1.2875,1.0375,0.525,26.2799865,11.4815475,6.08096775,8.221355,8.0
13844,F,1.6625,1.2875,0.4625,40.83745475,19.6462035,8.674947,10.489315,13.0
13845,I,1.25,0.975,0.2875,17.42076775,8.60407325,3.35941575,4.819415,9.0
13846,M,1.4125,1.125,0.3875,27.499015,12.927372,5.726599,8.50485,10.0
13847,M,1.45,1.125,0.3625,26.1098895,12.06271225,6.350288,7.5126175,12.0
13848,F,1.625,1.275,0.4375,44.21104525,14.911837,8.731646,15.4504775,20.0
13849,M,1.575,1.25,0.3875,31.5529935,14.04717725,6.64795775,9.4970825,9.0
13850,F,1.2375,1.025,0.3375,19.17843675,6.73300625,3.6003865,5.386405,14.0
13851,I,0.7375,0.55,0.2125,3.61456125,1.60174675,0.737087,1.020582,5.0
13852,F,1.4875,1.1375,0.425,30.107169,11.07047975,6.350288,12.40290625,20.0
13853,I,0.9875,0.75,0.225,7.9095105,3.27436725,1.65844575,2.26796,6.0
13854,M,1.7,1.3125,0.4375,41.8722115,18.0586315,7.0023265,11.90679,12.0
13855,M,1.425,1.1,0.4125,27.76833525,11.736693,5.85417175,7.93786,12.0
13856,I,0.7,0.5125,0.175,2.664853,0.94970825,0.56699,0.92135875,6.0
13857,M,1.025,0.775,0.25,9.63883,4.63514325,2.5231055,2.83495,6.0
13858,I,0.9,0.675,0.2125,5.5848515,2.7499015,1.03475675,1.7860185,6.0
13859,F,1.55,1.2375,0.4125,30.674159,14.0897015,7.767763,8.9300925,10.0
13860,M,1.4625,1.1375,0.375,27.555714,11.8784405,5.85417175,7.6260155,13.0
13861,I,1.075,0.85,0.25,10.716111,4.23825025,2.438057,3.40194,8.0
13862,M,1.5125,1.1875,0.375,30.5324115,12.34620725,6.87475375,8.77417025,11.0
13863,F,1.55,1.175,0.3875,33.04134225,14.7133905,7.27164675,9.63883,11.0
13864,F,1.775,1.375,0.4875,43.21881275,24.79163775,10.24834425,13.324265,11.0
13865,F,1.5625,1.2125,0.4375,37.0527965,13.87708025,7.6827145,12.190285,17.0
13866,F,1.375,1.1,0.3125,23.88445375,11.3398,4.55009475,6.520385,9.0
13867,M,1.525,1.2125,0.425,34.5013415,15.1102835,7.7394135,9.8372765,13.0
13868,F,1.65,1.2875,0.4875,40.78075575,16.726205,9.7805775,11.32562525,13.0
13869,I,1.1875,0.875,0.3125,18.44134975,8.85921875,3.52951275,4.422522,9.0
13870,M,1.675,1.3,0.3875,35.777069,18.427175,7.69688925,9.4970825,10.0
13871,F,1.4375,1.175,0.35,27.5947365,13.891255,6.747181,7.654365,10.0
13872,M,1.4125,1.1,0.425,32.4601775,9.31281075,6.90310325,8.788345,14.0
13873,M,1.5625,1.2125,0.4125,33.26813825,16.3576615,6.47786075,7.767763,9.0
13874,M,1.5125,1.1875,0.4625,31.70891575,15.989118,7.32834575,9.4970825,10.0
13875,I,1.1125,0.825,0.3125,11.15552825,4.97533725,2.5231055,3.40194,8.0
13876,M,1.55,1.2125,0.4125,34.62891425,16.3009625,6.747181,10.0640725,10.0
13877,F,1.5875,1.2375,0.4375,36.81182575,16.612807,9.05766525,9.4970825,14.0
13878,M,1.3875,1.0625,0.3875,24.81998725,8.7599955,4.8477645,9.4970825,19.0
13879,F,1.3625,1.0,0.3375,22.89222125,7.257472,4.8477645,7.654365,12.0
13880,F,1.5625,1.2375,0.4,30.9860035,14.98271075,6.13766675,8.9300925,9.0
13881,I,1.3125,0.9875,0.3125,15.6205745,6.05261825,3.01922175,4.9611625,8.0
13882,M,1.3625,1.05,0.3875,20.638436,8.20718025,4.422522,6.23689,10.0
13883,M,1.425,1.1625,0.4125,30.674159,11.4815475,6.67630725,10.489315,16.0
13884,I,1.0375,0.775,0.225,8.5331995,3.912231,1.5025235,2.551455,8.0
13885,F,1.4375,1.05,0.3375,26.52095725,12.0485375,5.71242425,6.6621325,9.0
13886,M,1.65,1.3125,0.45,43.70075425,21.36134825,10.36174225,11.056305,11.0
13887,M,1.65,1.2625,0.4125,40.41221225,16.76872925,8.164656,10.20582,9.0
13888,F,1.4,1.0625,0.3625,20.51086325,9.8939755,4.422522,5.216308,11.0
13889,I,1.025,0.7875,0.2375,9.8372765,4.63514325,1.63009625,2.551455,8.0
13890,F,1.6,1.2375,0.4125,33.55163325,14.7133905,7.257472,9.4970825,10.0
13891,I,0.9625,0.75,0.2375,7.72523875,3.2601925,1.6159215,2.26796,8.0
13892,I,1.3875,1.0875,0.3875,29.766975,9.979024,5.839997,9.4970825,14.0
13893,M,1.375,1.075,0.3625,22.2543575,10.90038275,4.23825025,5.5281525,10.0
13894,I,1.125,0.8875,0.3125,13.53688625,6.33611325,2.48058125,3.345241,7.0
13895,I,1.05,0.8125,0.3,9.63883,3.95475525,1.984465,3.118445,9.0
13896,F,1.7,1.375,0.5,43.02036625,19.6462035,10.375917,12.3320325,11.0
13897,I,1.1125,0.8625,0.3125,11.89261525,4.80524025,2.87747425,3.685435,7.0
13898,I,1.25,0.975,0.325,15.71979775,8.561549,3.10427025,3.8271825,8.0
13899,M,1.8,1.425,0.5625,64.33919025,25.84056925,13.380964,19.84465,18.0
13900,M,1.475,1.1625,0.4375,27.9242575,12.417081,5.6415505,7.93786,12.0
13901,F,1.125,0.825,0.2875,11.12717875,4.2807745,2.4097075,3.8271825,10.0
13902,M,1.575,1.2875,0.4125,35.25260325,17.13727275,7.597666,9.07184,11.0
13903,I,1.025,0.7875,0.25,9.19941275,3.33106625,1.8994165,2.6932025,8.0
13904,F,1.55,1.15,0.3875,29.72445075,12.47378,6.22271525,7.7961125,10.0
13905,F,1.5875,1.25,0.45,33.622507,14.21727425,7.47009325,10.3475675,12.0
13906,F,1.4125,1.125,0.4,28.02348075,10.432616,6.577084,9.07184,15.0
13907,F,1.4125,1.0625,0.4125,24.8058125,11.453198,5.896696,6.23689,12.0
13908,M,1.225,0.95,0.325,17.50581625,6.350288,3.86970675,5.10291,9.0
13909,M,1.1,0.875,0.2375,10.4609655,4.46504625,2.53728025,3.2601925,8.0
13910,F,1.375,1.05,0.35,24.84833675,12.0485375,6.16601625,6.6621325,9.0
13911,M,1.4,1.0875,0.4125,28.066005,12.14776075,5.79747275,8.6465975,10.0
13912,M,1.3125,1.025,0.35,20.93610575,8.3064035,4.52174525,8.0796075,10.0
13913,F,1.5,1.175,0.35,27.9667818,13.380964,6.95980225,6.973977,8.0
13914,M,1.275,1.0,0.3,18.44134975,8.448151,3.67126025,5.3580555,8.0
13915,I,0.8875,0.675,0.225,6.0951425,2.7499015,1.43164975,1.927766,6.0
13916,M,1.475,1.1625,0.35,27.1871705,13.380964,4.6776675,6.690482,9.0
13917,F,1.7875,1.375,0.4375,41.7588135,18.2287285,7.52679225,12.417081,13.0
13918,M,1.3625,1.0875,0.325,21.8007655,8.15048125,4.49339575,7.087375,11.0
13919,M,1.7,1.3125,0.375,48.931237,23.0481435,8.4765005,11.3398,9.0
13920,I,1.35,1.0,0.35,18.6256215,8.83086925,4.15320175,5.5281525,11.0
13921,I,0.9625,0.7125,0.25,7.314171,3.44446425,1.7293195,2.26796,6.0
13922,I,0.6875,0.5,0.1625,2.76407625,1.020582,0.5386405,0.850485,5.0
13923,M,1.475,1.075,0.4,24.67823975,11.5382465,6.05261825,6.3786375,8.0
13924,F,1.6125,1.25,0.4625,37.15201975,17.349894,8.83086925,9.355335,9.0
13925,M,1.7375,1.375,0.5,49.8667705,20.695135,10.602713,17.57669,12.0
13926,I,1.3625,1.0125,0.3625,19.050864,9.65300475,3.95475525,5.953395,8.0
13927,M,0.925,0.725,0.25,7.2858215,3.061746,1.7293195,2.324659,12.0
13928,F,1.4875,1.125,0.3875,30.1922175,11.4815475,6.08096775,8.0796075,17.0
13929,F,1.5,1.225,0.4125,33.5941575,13.93377925,7.3992195,9.922325,12.0
13930,F,1.5625,1.25,0.375,31.25532375,14.04717725,6.690482,8.50485,11.0
13931,M,1.475,1.1125,0.3875,27.8675585,12.65805175,5.6982495,7.37087,10.0
13932,I,1.125,0.875,0.3375,13.551061,5.65572525,3.8838815,4.1106775,14.0
13933,M,1.8,1.4125,0.525,50.6605565,25.18853075,7.89533575,16.3009625,13.0
13934,I,1.0125,0.7875,0.275,9.4970825,3.47281375,1.80019325,2.6932025,7.0
13935,I,0.7375,0.55,0.175,3.89805625,1.6159215,0.77961125,0.9922325,5.0
13936,M,1.4875,1.1625,0.3875,29.5118295,12.0485375,7.66853975,8.391452,10.0
13937,M,1.025,0.75,0.25,8.618248,3.6570855,1.7293195,2.551455,8.0
13938,F,1.7375,1.4125,0.475,60.96559975,28.33532525,11.60912025,14.514944,11.0
13939,M,1.6375,1.2875,0.475,38.76794125,18.21455375,8.164656,11.1980525,9.0
13940,I,0.9,0.675,0.225,6.8322295,3.061746,1.28990225,1.984465,7.0
13941,F,1.5375,1.2,0.4375,35.628736,14.13222575,7.98038425,9.355335,18.0
13942,M,1.2875,0.975,0.3,16.40018575,7.030676,3.75630875,4.9611625,9.0
13943,F,1.3125,1.0,0.35,18.257078,7.087375,3.84135725,5.10291,8.0
13944,F,1.625,1.1875,0.4125,31.2694985,15.32290475,7.04485075,8.788345,9.0
13945,F,1.5375,1.2125,0.375,32.16250775,13.87708025,7.654365,8.6465975,9.0
13946,M,1.475,1.1,0.3625,25.16018125,10.44679075,6.19436575,7.087375,10.0
13947,M,1.5125,1.225,0.3875,30.43318825,14.0897015,6.13766675,8.3631025,9.0
13948,M,0.95,0.7,0.225,6.0951425,2.84912475,1.63009625,2.4097075,7.0
13949,I,1.0,0.775,0.275,8.958442,3.55786225,1.80019325,2.6932025,8.0
13950,F,1.3125,1.0,0.375,20.3265915,9.87980075,3.98310475,6.19436575,8.0
13951,M,1.125,0.825,0.2625,12.360382,4.46504625,2.3530085,3.40194,9.0
13952,M,1.3875,1.0875,0.3875,23.85610425,11.736693,5.17378375,6.6621325,8.0
13953,I,0.5875,0.4375,0.1,1.82854275,0.7654365,0.2551455,0.56699,4.0
13954,F,1.5375,1.1875,0.375,31.581343,11.49572225,6.39281225,9.07184,15.0
13955,I,0.6875,0.5,0.175,2.721552,1.14815475,0.58116475,0.850485,5.0
13956,M,1.25,0.9375,0.3125,13.99047825,5.14543425,3.118445,4.252425,8.0
13957,M,1.45,1.125,0.4125,26.32251075,10.262519,6.066793,7.83863675,10.0
13958,M,1.525,1.175,0.4125,30.43318825,12.40290625,5.74077375,9.2135875,10.0
13959,F,1.6125,1.2625,0.4375,39.02308675,19.674553,8.8166945,11.509897,9.0
13960,F,1.8,1.4,0.4625,49.8667705,24.73493875,10.16329575,13.4660125,11.0
13961,M,1.125,0.8875,0.2625,14.458245,7.144074,2.67902775,3.96893,7.0
13962,M,1.4125,1.1625,0.35,28.2077525,11.8784405,5.08873525,8.788345,15.0
13963,I,0.875,0.65,0.225,5.91087075,2.26796,1.190679,1.70097,6.0
13964,M,1.3125,1.0125,0.35,23.5017355,10.02154825,5.8116475,4.9611625,9.0
13965,I,1.1,0.85,0.3375,13.99047825,5.6699,2.50893075,3.35941575,8.0
13966,M,1.4,1.125,0.3875,28.462898,10.47514025,6.78970525,8.9300925,11.0
13967,M,1.4,1.075,0.3125,22.8780465,9.85145125,4.989512,6.0384435,10.0
13968,F,1.1875,0.875,0.3,11.41067375,4.9611625,2.8066005,3.98310475,9.0
13969,M,1.375,1.0625,0.35,17.7184375,8.6465975,4.53592,5.386405,10.0
13970,F,1.5,1.1875,0.425,30.8726055,13.2959155,6.50621025,8.788345,10.0
13971,F,1.4,1.1375,0.4125,29.21415975,12.57300325,6.36446275,8.6465975,11.0
13972,M,1.5625,1.2125,0.3875,34.0194,17.27902025,6.08096775,8.221355,12.0
13973,F,1.55,1.2,0.4625,31.56716825,15.46465225,7.144074,8.0796075,11.0
13974,I,1.0625,0.7625,0.2625,8.40562675,3.96893,1.927766,2.721552,7.0
13975,I,0.5375,0.3875,0.2,1.0489315,0.83631025,0.35436875,0.4252425,4.0
13976,M,1.175,0.925,0.325,14.004653,5.1312595,2.721552,4.3941725,9.0
13977,F,1.45,1.1,0.425,26.7335785,11.15552825,5.273007,7.2291225,10.0
13978,M,1.525,1.15,0.4,31.2694985,12.31785775,6.010094,8.788345,18.0
13979,M,1.4,1.075,0.35,23.0481435,11.32562525,4.9044635,6.520385,8.0
13980,F,1.525,1.1875,0.375,24.9192105,12.643877,5.4714535,7.93786,9.0
13981,M,1.675,1.2875,0.4875,43.318036,19.83047525,10.56018875,11.3398,11.0
13982,I,0.7375,0.55,0.2125,3.72795925,1.60174675,0.80796075,1.190679,5.0
13983,M,1.525,1.2,0.375,32.16250775,12.79979925,7.2858215,9.355335,10.0
13984,F,1.25,0.95,0.3375,14.17475,5.953395,3.40194,4.5642695,11.0
13985,F,1.1875,0.8875,0.3125,13.39513875,5.88252125,2.891649,3.78465825,10.0
13986,I,0.9875,0.75,0.2375,9.185238,4.1673765,1.77184375,2.4664065,7.0
13987,F,1.6,1.3125,0.45,39.02308675,13.25339125,7.27164675,13.60776,16.0
13988,I,1.425,1.1125,0.3375,28.576296,12.11941125,4.989512,7.654365,10.0
13989,I,0.9375,0.7125,0.25,7.2858215,2.83495,1.43164975,2.5798045,7.0
13990,M,1.525,1.2125,0.3875,36.86852475,16.48523425,8.4198015,8.9300925,10.0
13991,M,1.4625,1.15,0.375,25.9397925,10.546014,5.839997,7.5126175,9.0
13992,I,1.375,1.0875,0.3625,21.36134825,8.788345,4.23825025,6.80388,10.0
13993,M,1.8125,1.425,0.475,58.75433875,30.34813975,14.514944,14.74174,12.0
13994,I,1.2,0.9875,0.3125,16.42853525,8.43397625,3.8838815,4.7910655,8.0
13995,M,1.475,1.1625,0.3875,27.9242575,12.28950825,6.7755305,8.0796075,10.0
13996,I,1.25,1.0,0.275,16.25843825,7.3992195,3.50116325,5.5281525,8.0
13997,F,1.1,0.8875,0.275,12.99824575,5.443104,2.948348,3.685435,12.0
13998,M,1.6,1.2375,0.4375,36.6559035,16.48523425,8.17883075,10.489315,9.0
13999,M,1.4125,1.0625,0.325,26.01066625,13.154168,5.00368675,6.80388,8.0
14000,I,0.8125,0.5,0.175,2.99087225,14.0330025,0.5386405,0.9922325,5.0
